time,x,y
1732767370926.78,1231.76,506.69
1732767370953.49,1249.81,507.51
1732767370988.33,1258.85,514.05
1732767371018.39,1264.39,514.41
1732767371044.2,1266.61,509.41
1732767371078.32,1275.15,508.87
1732767371108.96,1281.49,509.44
1732767371135.67,1282.94,510.6
1732767371168.17,1281.17,508.58
1732767371199.16,1281.56,509.63
1732767371225.6,1283.54,508.3
1732767371255.08,1285.76,506.81
1732767371285.94,1285.6,507.07
1732767371320.27,1286.51,506.29
1732767371350.01,1286.21,506.16
1732767371379.76,1286.76,505.16
1732767371410.02,1285.96,504.79
1732767371439.67,1276.41,506.24
1732767371470.39,1250.48,505.09
1732767371499.5,1215.68,499.3
1732767371530.12,1188.41,493.99
1732767371560.99,1170.87,493.18
1732767371590.42,1147.19,489.36
1732767371620.74,1134.35,480.57
1732767371650.28,1124.21,478.09
1732767371682.03,1116.84,474.6
1732767371711.61,1109.46,466.11
1732767371741.47,1099.7,461.45
1732767371771.56,1097.21,461.12
1732767371802.09,1089.28,466.22
1732767371832.52,1087.69,466.65
1732767371862.18,1088.59,467.34
1732767371891.45,1091.48,471.38
1732767372039.07,1203.42,437.96
1732767372071.41,1330.64,387.34
1732767372101.68,1449.37,371.89
1732767372131.36,1623.92,324.27
1732767372160.0,1717.21,308.13
1732767372192.85,1776.22,317.79
1732767372219.15,1780.92,318.92
1732767372252.68,1653.85,353.4
1732767372279.45,1638.45,362.48
1732767372312.52,1719.28,335.64
1732767372342.34,1769.81,338.01
1732767372370.24,1799.81,323.93
1732767372404.64,1830.92,324.0
1732767372431.88,1806.2,311.31
1732767372464.64,1781.23,317.06
1732767372491.47,1751.11,328.55
1732767372525.04,1721.59,337.18
1732767372554.69,1698.28,343.94
1732767372585.98,1680.71,346.24
1732767372615.75,1651.73,345.47
1732767372645.46,1610.73,345.9
1732767372676.76,1569.88,340.87
1732767372705.66,1546.35,353.42
1732767372733.09,1450.69,362.14
1732767372765.98,1531.54,338.24
1732767372797.07,1517.12,332.68
1732767372823.26,1532.19,329.34
1732767372858.51,1545.39,328.09
1732767372887.19,1555.17,326.74
1732767372917.47,1574.35,320.0
1732767372948.36,1585.86,312.84
1732767372978.68,1595.87,309.84
1732767373008.01,1601.01,310.31
1732767373038.14,1603.12,313.78
1732767373069.18,1606.36,316.59
1732767373099.67,1606.31,320.84
1732767373127.18,1605.13,326.28
1732767373159.62,1606.98,334.44
1732767373189.52,1616.61,341.16
1732767373219.65,1630.49,345.64
1732767373249.63,1644.71,342.67
1732767373280.12,1657.01,331.67
1732767373310.44,1665.53,319.91
1732767373341.31,1672.57,313.99
1732767373371.0,1681.58,312.4
